"trust_fed_gov","gov_run_by_big_interests","gov_wastes_tax_money","household_income_cat","race_ethnicity_summary","education_attainment","party_id_7pt","ideology_7pt","congress_approval","age","gender","sex","marital_status","natl_econ_retrospective","elections_responsive","social_trust","trust_fed_gov_pos","gov_run_pos","gov_waste_pos","z_trust_fed_gov","z_gov_run","z_gov_waste","trust_index_z"
4,1,1,17,6,0,7,7,4,-1,1,1,-3,5,1,2,2,1,1,-0.463148116413848,-0.452252672667008,-0.658395278889745,-0.524598689323534
4,1,1,11,1,0,2,99,3,-1,2,2,-3,4,2,3,2,1,1,-0.463148116413848,-0.452252672667008,-0.658395278889745,-0.524598689323534
4,1,1,18,1,0,5,5,4,-1,1,1,-3,5,2,3,2,1,1,-0.463148116413848,-0.452252672667008,-0.658395278889745,-0.524598689323534
5,1,1,28,3,0,6,99,4,-1,2,2,-3,5,2,2,1,1,1,-1.51363835735582,-0.452252672667008,-0.658395278889745,-0.874762102970857
5,1,1,12,6,0,-9,99,4,-1,2,2,-3,5,3,4,1,1,1,-1.51363835735582,-0.452252672667008,-0.658395278889745,-0.874762102970857
4,1,2,21,2,4,5,99,2,-1,2,2,-3,5,2,5,2,1,2,-0.463148116413848,-0.452252672667008,1.21758519868391,0.100728136534351
4,1,1,1,3,2,3,2,4,-1,3,2,-3,5,3,4,2,1,1,-0.463148116413848,-0.452252672667008,-0.658395278889745,-0.524598689323534
3,1,2,2,3,4,3,4,4,-1,2,2,-3,5,2,3,3,1,2,0.587342124528122,-0.452252672667008,1.21758519868391,0.450891550181674
4,1,2,11,3,0,6,5,2,-1,1,1,-3,3,2,4,2,1,2,-0.463148116413848,-0.452252672667008,1.21758519868391,0.100728136534351
4,1,1,19,1,0,4,4,2,-1,2,2,-3,4,3,2,2,1,1,-0.463148116413848,-0.452252672667008,-0.658395278889745,-0.524598689323534
3,1,1,28,3,0,1,99,4,-1,1,1,-3,4,2,3,3,1,1,0.587342124528122,-0.452252672667008,-0.658395278889745,-0.17443527567621
3,1,1,27,2,4,3,99,4,-1,1,1,-3,1,1,4,3,1,1,0.587342124528122,-0.452252672667008,-0.658395278889745,-0.17443527567621
4,1,1,17,2,0,2,2,4,-1,2,2,-3,5,1,4,2,1,1,-0.463148116413848,-0.452252672667008,-0.658395278889745,-0.524598689323534
4,1,1,16,3,4,6,5,2,-1,1,1,-3,5,3,4,2,1,1,-0.463148116413848,-0.452252672667008,-0.658395278889745,-0.524598689323534
4,1,1,24,3,4,3,4,4,-1,1,1,-3,5,3,4,2,1,1,-0.463148116413848,-0.452252672667008,-0.658395278889745,-0.524598689323534
4,2,2,27,1,0,3,4,3,-1,1,1,-3,2,1,2,2,2,2,-0.463148116413848,2.21072948681807,1.21758519868391,0.988388856362711
5,NA,NA,-1,1,-1,7,5,-1,-1,-1,1,-3,5,-1,3,1,NA,NA,-1.51363835735582,NA,NA,-1.51363835735582
4,1,1,21,1,0,6,5,4,-1,2,2,-3,5,2,2,2,1,1,-0.463148116413848,-0.452252672667008,-0.658395278889745,-0.524598689323534
5,1,1,-9,1,0,7,7,4,-1,2,2,-3,5,1,2,1,1,1,-1.51363835735582,-0.452252672667008,-0.658395278889745,-0.874762102970857
5,1,1,16,1,0,7,7,4,-1,1,1,-3,3,3,3,1,1,1,-1.51363835735582,-0.452252672667008,-0.658395278889745,-0.874762102970857
5,1,1,17,1,0,1,1,4,-1,1,1,-3,3,2,5,1,1,1,-1.51363835735582,-0.452252672667008,-0.658395278889745,-0.874762102970857
4,1,2,27,1,0,1,2,4,-1,1,1,-3,2,1,2,2,1,2,-0.463148116413848,-0.452252672667008,1.21758519868391,0.100728136534351
3,NA,NA,-1,3,-1,1,4,-1,-1,-1,2,-3,3,-1,2,3,NA,NA,0.587342124528122,NA,NA,0.587342124528122
3,1,1,26,3,2,3,3,3,-1,2,2,-3,3,2,3,3,1,1,0.587342124528122,-0.452252672667008,-0.658395278889745,-0.17443527567621
2,1,2,7,1,0,1,3,4,-1,1,1,-3,2,1,3,4,1,2,1.63783236547009,-0.452252672667008,1.21758519868391,0.801054963828997
2,2,2,20,1,0,1,2,3,-1,2,2,-3,3,2,3,4,2,2,1.63783236547009,2.21072948681807,1.21758519868391,1.68871568365736
3,1,1,25,1,1,1,2,4,-1,2,2,-3,2,2,3,3,1,1,0.587342124528122,-0.452252672667008,-0.658395278889745,-0.17443527567621
2,2,2,20,1,1,3,4,4,-1,1,1,-3,2,1,2,4,2,2,1.63783236547009,2.21072948681807,1.21758519868391,1.68871568365736
5,1,1,26,3,0,6,4,3,-1,1,1,-3,2,1,3,1,1,1,-1.51363835735582,-0.452252672667008,-0.658395278889745,-0.874762102970857
4,1,1,13,4,4,2,3,4,-1,2,2,-3,4,3,2,2,1,1,-0.463148116413848,-0.452252672667008,-0.658395278889745,-0.524598689323534
5,1,1,24,1,2,7,99,4,-1,2,2,-3,5,1,5,1,1,1,-1.51363835735582,-0.452252672667008,-0.658395278889745,-0.874762102970857
2,2,1,27,1,0,2,3,2,-1,2,2,-3,2,2,2,4,2,1,1.63783236547009,2.21072948681807,-0.658395278889745,1.06338885779947
4,NA,NA,-1,1,-1,5,5,-1,-1,-1,2,-3,4,-1,3,2,NA,NA,-0.463148116413848,NA,NA,-0.463148116413848
2,2,2,23,1,0,7,6,3,-1,2,2,-3,4,1,2,4,2,2,1.63783236547009,2.21072948681807,1.21758519868391,1.68871568365736
5,1,1,21,1,2,7,6,4,-1,2,2,-3,5,2,3,1,1,1,-1.51363835735582,-0.452252672667008,-0.658395278889745,-0.874762102970857
3,NA,NA,-1,3,-1,7,6,-1,-1,-1,2,-3,5,-1,2,3,NA,NA,0.587342124528122,NA,NA,0.587342124528122
3,1,1,13,6,2,3,4,4,-1,1,1,-3,2,2,4,3,1,1,0.587342124528122,-0.452252672667008,-0.658395278889745,-0.17443527567621
4,2,1,-9,1,0,7,7,4,-1,1,1,-3,5,2,2,2,2,1,-0.463148116413848,2.21072948681807,-0.658395278889745,0.363062030504826
2,1,1,27,1,2,1,4,4,-1,2,2,-3,2,1,2,4,1,1,1.63783236547009,-0.452252672667008,-0.658395278889745,0.175728137971113
5,1,1,7,3,4,7,4,4,-1,1,1,-3,3,2,4,1,1,1,-1.51363835735582,-0.452252672667008,-0.658395278889745,-0.874762102970857
3,1,1,27,1,1,6,5,2,-1,2,2,-3,5,2,4,3,1,1,0.587342124528122,-0.452252672667008,-0.658395278889745,-0.17443527567621
5,2,1,14,1,0,4,99,3,-1,1,1,-3,4,2,3,1,2,1,-1.51363835735582,2.21072948681807,-0.658395278889745,0.0128986168575032
5,1,1,12,1,0,2,99,4,-1,2,2,-3,5,3,4,1,1,1,-1.51363835735582,-0.452252672667008,-0.658395278889745,-0.874762102970857
5,1,1,1,1,0,4,4,4,-1,2,2,-3,5,3,5,1,1,1,-1.51363835735582,-0.452252672667008,-0.658395278889745,-0.874762102970857
2,1,1,26,1,4,5,4,3,-1,2,2,-3,3,3,4,4,1,1,1.63783236547009,-0.452252672667008,-0.658395278889745,0.175728137971113
4,1,2,24,1,4,1,2,4,-1,2,2,-3,2,2,2,2,1,2,-0.463148116413848,-0.452252672667008,1.21758519868391,0.100728136534351
5,1,1,1,5,4,3,4,1,-1,2,2,-3,4,1,3,1,1,1,-1.51363835735582,-0.452252672667008,-0.658395278889745,-0.874762102970857
4,1,1,28,1,2,5,5,4,-1,2,2,-3,5,2,2,2,1,1,-0.463148116413848,-0.452252672667008,-0.658395278889745,-0.524598689323534
4,1,1,-9,-9,1,5,6,4,-1,1,1,-3,3,2,2,2,1,1,-0.463148116413848,-0.452252672667008,-0.658395278889745,-0.524598689323534
2,1,1,21,1,2,4,4,3,-1,2,2,-3,5,1,3,4,1,1,1.63783236547009,-0.452252672667008,-0.658395278889745,0.175728137971113
2,NA,NA,-1,1,-1,2,2,-1,-1,-1,2,-3,2,-1,2,4,NA,NA,1.63783236547009,NA,NA,1.63783236547009
2,2,2,4,1,0,1,3,1,-1,2,2,-3,3,1,2,4,2,2,1.63783236547009,2.21072948681807,1.21758519868391,1.68871568365736
2,1,1,28,1,1,2,5,4,-1,1,1,-3,1,1,3,4,1,1,1.63783236547009,-0.452252672667008,-0.658395278889745,0.175728137971113
4,1,1,-9,1,0,6,3,3,-1,1,1,-3,4,1,2,2,1,1,-0.463148116413848,-0.452252672667008,-0.658395278889745,-0.524598689323534
5,1,1,26,1,4,3,4,4,-1,1,1,-3,3,1,4,1,1,1,-1.51363835735582,-0.452252672667008,-0.658395278889745,-0.874762102970857
3,1,2,11,1,0,2,2,3,-1,2,2,-3,4,2,2,3,1,2,0.587342124528122,-0.452252672667008,1.21758519868391,0.450891550181674
4,NA,NA,-1,1,-1,6,-9,-1,-1,-1,1,-3,2,-1,2,2,NA,NA,-0.463148116413848,NA,NA,-0.463148116413848
3,1,2,28,1,0,5,3,4,-1,1,1,-3,1,2,3,3,1,2,0.587342124528122,-0.452252672667008,1.21758519868391,0.450891550181674
5,1,1,28,6,1,6,6,4,-1,1,1,-3,5,3,3,1,1,1,-1.51363835735582,-0.452252672667008,-0.658395278889745,-0.874762102970857
3,1,2,15,1,1,3,2,3,-1,2,2,-3,4,1,2,3,1,2,0.587342124528122,-0.452252672667008,1.21758519868391,0.450891550181674
4,1,1,26,1,1,2,3,4,-1,2,2,-3,5,1,3,2,1,1,-0.463148116413848,-0.452252672667008,-0.658395278889745,-0.524598689323534
2,1,1,17,1,0,1,4,4,-1,1,1,-3,3,1,3,4,1,1,1.63783236547009,-0.452252672667008,-0.658395278889745,0.175728137971113
4,1,1,27,4,4,4,4,3,-1,1,1,-3,3,2,4,2,1,1,-0.463148116413848,-0.452252672667008,-0.658395278889745,-0.524598689323534
4,1,2,18,1,0,5,4,3,-1,2,2,-3,2,3,2,2,1,2,-0.463148116413848,-0.452252672667008,1.21758519868391,0.100728136534351
3,1,1,24,3,2,6,6,4,-1,1,1,-3,5,1,3,3,1,1,0.587342124528122,-0.452252672667008,-0.658395278889745,-0.17443527567621
3,1,2,26,1,0,1,2,3,-1,2,2,-3,2,2,4,3,1,2,0.587342124528122,-0.452252672667008,1.21758519868391,0.450891550181674
3,1,2,27,1,1,1,1,3,-1,2,2,-3,3,1,2,3,1,2,0.587342124528122,-0.452252672667008,1.21758519868391,0.450891550181674
4,1,1,28,1,0,1,2,4,-1,2,2,-3,2,1,3,2,1,1,-0.463148116413848,-0.452252672667008,-0.658395278889745,-0.524598689323534
3,1,1,27,1,2,1,2,4,-1,2,2,-3,2,2,2,3,1,1,0.587342124528122,-0.452252672667008,-0.658395278889745,-0.17443527567621
3,1,1,27,1,0,6,6,3,-1,1,1,-3,4,3,2,3,1,1,0.587342124528122,-0.452252672667008,-0.658395278889745,-0.17443527567621
4,1,2,25,3,4,1,4,2,-1,2,2,-3,3,2,4,2,1,2,-0.463148116413848,-0.452252672667008,1.21758519868391,0.100728136534351
2,1,2,24,1,0,3,3,4,-1,1,1,-3,2,1,2,4,1,2,1.63783236547009,-0.452252672667008,1.21758519868391,0.801054963828997
3,1,2,15,1,4,1,99,2,-1,1,1,-3,4,1,2,3,1,2,0.587342124528122,-0.452252672667008,1.21758519868391,0.450891550181674
4,1,1,12,6,0,1,2,3,-1,2,1,-3,3,2,4,2,1,1,-0.463148116413848,-0.452252672667008,-0.658395278889745,-0.524598689323534
4,1,2,19,1,2,3,2,4,-1,1,1,-3,1,3,3,2,1,2,-0.463148116413848,-0.452252672667008,1.21758519868391,0.100728136534351
4,1,1,25,1,0,7,6,4,-1,2,2,-3,5,2,4,2,1,1,-0.463148116413848,-0.452252672667008,-0.658395278889745,-0.524598689323534
4,2,1,18,3,2,6,5,4,-1,1,1,-3,2,2,2,2,2,1,-0.463148116413848,2.21072948681807,-0.658395278889745,0.363062030504826
2,NA,NA,-1,1,-1,7,6,-1,-1,-1,2,-3,5,-1,2,4,NA,NA,1.63783236547009,NA,NA,1.63783236547009
4,1,1,26,1,0,6,6,3,-1,1,1,-3,4,2,3,2,1,1,-0.463148116413848,-0.452252672667008,-0.658395278889745,-0.524598689323534
4,1,1,24,3,0,7,6,4,-1,1,1,-3,4,2,4,2,1,1,-0.463148116413848,-0.452252672667008,-0.658395278889745,-0.524598689323534
4,1,1,5,1,2,5,99,4,-1,1,1,-3,5,1,4,2,1,1,-0.463148116413848,-0.452252672667008,-0.658395278889745,-0.524598689323534
4,NA,NA,-1,1,-1,7,7,-1,-1,-1,1,-3,5,-1,2,2,NA,NA,-0.463148116413848,NA,NA,-0.463148116413848
2,1,3,27,1,0,1,2,4,-1,2,2,-3,2,2,2,4,1,3,1.63783236547009,-0.452252672667008,3.09356567625756,1.42638178968688
3,1,1,1,3,0,4,4,3,-1,2,2,-3,4,3,4,3,1,1,0.587342124528122,-0.452252672667008,-0.658395278889745,-0.17443527567621
4,2,2,18,3,0,2,4,3,-1,2,2,-3,3,2,4,2,2,2,-0.463148116413848,2.21072948681807,1.21758519868391,0.988388856362711
5,1,1,1,4,0,6,99,4,-1,1,1,-3,4,3,5,1,1,1,-1.51363835735582,-0.452252672667008,-0.658395278889745,-0.874762102970857
5,1,2,5,5,0,3,6,4,-1,1,1,-3,5,2,4,1,1,2,-1.51363835735582,-0.452252672667008,1.21758519868391,-0.249435277112973
2,NA,NA,-1,1,-1,1,-9,-1,-1,-1,2,-3,5,-1,2,4,NA,NA,1.63783236547009,NA,NA,1.63783236547009
5,1,1,19,1,0,4,1,4,-1,1,1,-3,5,3,2,1,1,1,-1.51363835735582,-0.452252672667008,-0.658395278889745,-0.874762102970857
4,1,1,27,1,0,7,6,4,-1,2,2,-3,4,2,2,2,1,1,-0.463148116413848,-0.452252672667008,-0.658395278889745,-0.524598689323534
4,1,2,13,3,0,3,4,4,-1,2,2,-3,5,1,3,2,1,2,-0.463148116413848,-0.452252672667008,1.21758519868391,0.100728136534351
2,NA,NA,-1,1,-1,1,2,-1,-1,-1,1,-3,1,-1,2,4,NA,NA,1.63783236547009,NA,NA,1.63783236547009
2,1,2,-9,3,4,4,99,2,-1,2,2,-3,3,2,4,4,1,2,1.63783236547009,-0.452252672667008,1.21758519868391,0.801054963828997
5,NA,NA,-1,3,-1,5,5,-1,-1,-1,2,-3,5,-1,4,1,NA,NA,-1.51363835735582,NA,NA,-1.51363835735582
4,1,1,9,1,1,7,5,4,-1,2,2,-3,4,2,2,2,1,1,-0.463148116413848,-0.452252672667008,-0.658395278889745,-0.524598689323534
3,1,2,21,1,1,2,3,4,-1,1,1,-3,2,2,2,3,1,2,0.587342124528122,-0.452252672667008,1.21758519868391,0.450891550181674
5,1,1,18,6,0,5,6,4,-1,2,2,-3,5,2,4,1,1,1,-1.51363835735582,-0.452252672667008,-0.658395278889745,-0.874762102970857
4,1,1,9,1,0,6,5,4,-1,1,1,-3,5,1,2,2,1,1,-0.463148116413848,-0.452252672667008,-0.658395278889745,-0.524598689323534
3,1,2,10,1,0,1,2,4,-1,2,2,-3,2,2,4,3,1,2,0.587342124528122,-0.452252672667008,1.21758519868391,0.450891550181674
4,1,1,9,1,1,2,4,2,-1,1,1,-3,5,1,2,2,1,1,-0.463148116413848,-0.452252672667008,-0.658395278889745,-0.524598689323534
3,2,2,15,1,1,1,4,1,-1,2,2,-3,3,1,3,3,2,2,0.587342124528122,2.21072948681807,1.21758519868391,1.33855227001003
5,NA,NA,-1,1,-1,3,4,-1,-1,-1,1,-3,5,-1,3,1,NA,NA,-1.51363835735582,NA,NA,-1.51363835735582
4,1,1,27,3,4,2,4,3,-1,2,2,-3,5,3,4,2,1,1,-0.463148116413848,-0.452252672667008,-0.658395278889745,-0.524598689323534
4,2,1,1,1,0,7,7,4,-1,2,2,-3,5,2,4,2,2,1,-0.463148116413848,2.21072948681807,-0.658395278889745,0.363062030504826
4,1,1,7,3,0,7,6,4,-1,1,1,-3,5,3,4,2,1,1,-0.463148116413848,-0.452252672667008,-0.658395278889745,-0.524598689323534
2,2,1,22,1,0,6,4,4,-1,2,2,-3,3,2,2,4,2,1,1.63783236547009,2.21072948681807,-0.658395278889745,1.06338885779947
4,1,1,-9,-9,0,4,99,4,-1,-9,-9,-3,5,3,2,2,1,1,-0.463148116413848,-0.452252672667008,-0.658395278889745,-0.524598689323534
3,1,1,13,1,2,7,6,4,-1,1,1,-3,5,2,3,3,1,1,0.587342124528122,-0.452252672667008,-0.658395278889745,-0.17443527567621
3,1,2,14,1,0,1,2,3,-1,2,2,-3,3,1,3,3,1,2,0.587342124528122,-0.452252672667008,1.21758519868391,0.450891550181674
5,1,1,22,1,0,5,4,2,-1,1,1,-3,5,3,3,1,1,1,-1.51363835735582,-0.452252672667008,-0.658395278889745,-0.874762102970857
4,1,1,24,3,1,5,5,3,-1,1,1,-3,5,2,2,2,1,1,-0.463148116413848,-0.452252672667008,-0.658395278889745,-0.524598689323534
4,1,1,21,1,0,5,6,4,-1,1,1,-3,5,2,2,2,1,1,-0.463148116413848,-0.452252672667008,-0.658395278889745,-0.524598689323534
5,NA,NA,-1,1,-1,5,6,-1,-1,-1,1,-3,5,-1,3,1,NA,NA,-1.51363835735582,NA,NA,-1.51363835735582
4,1,1,27,1,0,6,99,2,-1,1,1,-3,4,3,2,2,1,1,-0.463148116413848,-0.452252672667008,-0.658395278889745,-0.524598689323534
3,1,2,18,1,2,5,6,2,-1,1,1,-3,3,2,2,3,1,2,0.587342124528122,-0.452252672667008,1.21758519868391,0.450891550181674
4,1,1,9,1,4,1,6,4,-1,1,1,-3,5,1,3,2,1,1,-0.463148116413848,-0.452252672667008,-0.658395278889745,-0.524598689323534
3,1,1,14,3,2,3,4,3,-1,1,1,-3,4,2,4,3,1,1,0.587342124528122,-0.452252672667008,-0.658395278889745,-0.17443527567621
2,2,2,15,3,4,1,99,1,-1,1,1,-3,3,2,4,4,2,2,1.63783236547009,2.21072948681807,1.21758519868391,1.68871568365736
4,1,2,14,1,0,1,2,4,-1,2,2,-3,3,2,2,2,1,2,-0.463148116413848,-0.452252672667008,1.21758519868391,0.100728136534351
3,1,2,28,1,0,1,2,4,-1,2,2,-3,2,2,2,3,1,2,0.587342124528122,-0.452252672667008,1.21758519868391,0.450891550181674
3,1,1,26,1,0,3,3,4,-1,1,1,-3,2,3,2,3,1,1,0.587342124528122,-0.452252672667008,-0.658395278889745,-0.17443527567621
5,1,1,21,6,2,1,3,4,-1,2,2,-3,5,3,2,1,1,1,-1.51363835735582,-0.452252672667008,-0.658395278889745,-0.874762102970857
4,1,1,27,1,4,5,5,4,-1,1,1,-3,3,3,2,2,1,1,-0.463148116413848,-0.452252672667008,-0.658395278889745,-0.524598689323534
3,1,1,19,1,0,7,6,4,-1,1,1,-3,5,2,2,3,1,1,0.587342124528122,-0.452252672667008,-0.658395278889745,-0.17443527567621
5,1,1,1,1,0,7,6,4,-1,2,2,-3,3,3,5,1,1,1,-1.51363835735582,-0.452252672667008,-0.658395278889745,-0.874762102970857
5,NA,NA,-1,1,-1,6,4,-1,-1,-1,2,-3,5,-1,4,1,NA,NA,-1.51363835735582,NA,NA,-1.51363835735582
5,1,1,21,1,0,7,5,4,-1,2,2,-3,5,3,4,1,1,1,-1.51363835735582,-0.452252672667008,-0.658395278889745,-0.874762102970857
3,NA,NA,-1,1,-1,7,6,-1,-1,-1,1,-3,5,-1,2,3,NA,NA,0.587342124528122,NA,NA,0.587342124528122
5,1,1,11,1,0,5,4,4,-1,1,1,-3,3,3,4,1,1,1,-1.51363835735582,-0.452252672667008,-0.658395278889745,-0.874762102970857
2,2,2,25,1,2,3,4,4,-1,2,2,-3,1,1,2,4,2,2,1.63783236547009,2.21072948681807,1.21758519868391,1.68871568365736
2,1,1,26,1,0,1,4,4,-1,2,2,-3,1,2,2,4,1,1,1.63783236547009,-0.452252672667008,-0.658395278889745,0.175728137971113
5,1,1,1,3,1,5,4,3,-1,2,2,-3,5,2,3,1,1,1,-1.51363835735582,-0.452252672667008,-0.658395278889745,-0.874762102970857
4,1,1,27,1,0,5,4,3,-1,2,2,-3,4,3,2,2,1,1,-0.463148116413848,-0.452252672667008,-0.658395278889745,-0.524598689323534
4,2,2,28,1,2,2,3,2,-1,2,2,-3,3,2,2,2,2,2,-0.463148116413848,2.21072948681807,1.21758519868391,0.988388856362711
4,NA,NA,-1,1,-1,7,7,-1,-1,-1,1,-3,5,-1,2,2,NA,NA,-0.463148116413848,NA,NA,-0.463148116413848
4,NA,NA,-1,1,-1,6,4,-1,-1,-1,2,-3,5,-1,2,2,NA,NA,-0.463148116413848,NA,NA,-0.463148116413848
4,1,2,25,1,0,5,5,3,-1,1,1,-3,4,2,2,2,1,2,-0.463148116413848,-0.452252672667008,1.21758519868391,0.100728136534351
4,1,1,26,1,2,5,4,3,-1,1,1,-3,5,3,2,2,1,1,-0.463148116413848,-0.452252672667008,-0.658395278889745,-0.524598689323534
4,1,1,-9,1,0,5,6,4,-1,2,2,-3,5,3,-9,2,1,1,-0.463148116413848,-0.452252672667008,-0.658395278889745,-0.524598689323534
2,NA,NA,-1,1,-1,5,4,-1,-1,-1,1,-3,2,-1,2,4,NA,NA,1.63783236547009,NA,NA,1.63783236547009
5,1,1,1,5,0,4,99,4,-1,2,2,-3,5,3,5,1,1,1,-1.51363835735582,-0.452252672667008,-0.658395278889745,-0.874762102970857
3,2,2,23,4,4,6,3,2,-1,2,2,-3,3,3,3,3,2,2,0.587342124528122,2.21072948681807,1.21758519868391,1.33855227001003
3,1,1,12,1,4,3,2,4,-1,2,2,-3,2,2,2,3,1,1,0.587342124528122,-0.452252672667008,-0.658395278889745,-0.17443527567621
5,1,1,19,1,0,3,1,4,-1,1,1,-3,3,3,4,1,1,1,-1.51363835735582,-0.452252672667008,-0.658395278889745,-0.874762102970857
4,NA,NA,-1,1,-1,7,7,-1,-1,-1,2,-3,5,-1,5,2,NA,NA,-0.463148116413848,NA,NA,-0.463148116413848
5,1,1,9,1,0,4,4,4,-1,2,2,-3,5,3,4,1,1,1,-1.51363835735582,-0.452252672667008,-0.658395278889745,-0.874762102970857
2,NA,NA,-1,1,-1,3,3,-1,-1,-1,1,-3,1,-1,2,4,NA,NA,1.63783236547009,NA,NA,1.63783236547009
3,1,1,26,1,1,7,6,4,-1,2,2,-3,5,2,3,3,1,1,0.587342124528122,-0.452252672667008,-0.658395278889745,-0.17443527567621
3,1,1,16,1,0,7,6,4,-1,2,2,-3,5,3,4,3,1,1,0.587342124528122,-0.452252672667008,-0.658395278889745,-0.17443527567621
4,1,1,25,1,0,6,4,4,-1,1,1,-3,3,2,2,2,1,1,-0.463148116413848,-0.452252672667008,-0.658395278889745,-0.524598689323534
3,1,1,24,1,1,3,4,3,-1,2,2,-3,2,2,2,3,1,1,0.587342124528122,-0.452252672667008,-0.658395278889745,-0.17443527567621
3,2,2,7,1,0,1,2,3,-1,1,1,-3,3,1,3,3,2,2,0.587342124528122,2.21072948681807,1.21758519868391,1.33855227001003
4,1,1,-5,6,0,6,99,4,-1,1,2,-3,4,2,3,2,1,1,-0.463148116413848,-0.452252672667008,-0.658395278889745,-0.524598689323534
5,1,1,10,3,4,2,2,4,-1,2,2,-3,5,3,2,1,1,1,-1.51363835735582,-0.452252672667008,-0.658395278889745,-0.874762102970857
4,1,1,22,1,0,2,2,4,-1,1,1,-3,1,3,2,2,1,1,-0.463148116413848,-0.452252672667008,-0.658395278889745,-0.524598689323534
2,1,2,15,1,0,3,4,4,-1,2,2,-3,3,1,3,4,1,2,1.63783236547009,-0.452252672667008,1.21758519868391,0.801054963828997
1,1,1,7,4,2,4,99,1,-1,1,1,-3,3,1,1,5,1,1,2.68832260641206,-0.452252672667008,-0.658395278889745,0.525891551618436
4,1,1,16,1,-9,-9,99,-2,-1,2,2,-3,5,2,3,2,1,1,-0.463148116413848,-0.452252672667008,-0.658395278889745,-0.524598689323534
4,NA,NA,-1,1,-1,6,6,-1,-1,-1,2,-3,5,-1,4,2,NA,NA,-0.463148116413848,NA,NA,-0.463148116413848
4,1,1,27,3,4,5,4,4,-1,2,2,-3,3,3,4,2,1,1,-0.463148116413848,-0.452252672667008,-0.658395278889745,-0.524598689323534
4,1,1,-9,1,2,5,4,4,-1,1,1,-3,5,3,2,2,1,1,-0.463148116413848,-0.452252672667008,-0.658395278889745,-0.524598689323534
3,1,1,21,1,0,6,4,3,-1,1,1,-3,4,3,3,3,1,1,0.587342124528122,-0.452252672667008,-0.658395278889745,-0.17443527567621
3,1,3,20,1,0,1,2,4,-1,2,2,-3,1,2,2,3,1,3,0.587342124528122,-0.452252672667008,3.09356567625756,1.07621837603956
4,1,1,17,1,2,3,3,4,-1,2,2,-3,2,2,2,2,1,1,-0.463148116413848,-0.452252672667008,-0.658395278889745,-0.524598689323534
3,1,2,12,1,4,5,99,3,-1,2,2,-3,3,2,3,3,1,2,0.587342124528122,-0.452252672667008,1.21758519868391,0.450891550181674
3,1,2,15,1,0,6,4,3,-1,2,2,-3,2,2,2,3,1,2,0.587342124528122,-0.452252672667008,1.21758519868391,0.450891550181674
2,2,1,9,1,1,1,4,2,-1,2,2,-3,2,1,2,4,2,1,1.63783236547009,2.21072948681807,-0.658395278889745,1.06338885779947
3,1,2,27,1,4,1,2,3,-1,2,2,-3,2,2,2,3,1,2,0.587342124528122,-0.452252672667008,1.21758519868391,0.450891550181674
3,1,2,17,1,1,1,1,4,-1,1,1,-3,1,1,3,3,1,2,0.587342124528122,-0.452252672667008,1.21758519868391,0.450891550181674
4,1,1,17,1,0,-9,99,-2,-1,2,2,-3,1,2,2,2,1,1,-0.463148116413848,-0.452252672667008,-0.658395278889745,-0.524598689323534
4,1,2,28,1,0,2,3,2,-1,1,1,-3,3,2,3,2,1,2,-0.463148116413848,-0.452252672667008,1.21758519868391,0.100728136534351
3,NA,NA,-1,6,-1,4,5,-1,-1,-1,1,-3,4,-1,3,3,NA,NA,0.587342124528122,NA,NA,0.587342124528122
5,1,1,27,1,0,6,6,4,-1,2,2,-3,4,3,4,1,1,1,-1.51363835735582,-0.452252672667008,-0.658395278889745,-0.874762102970857
4,1,1,2,1,0,7,6,3,-1,2,2,-3,4,1,2,2,1,1,-0.463148116413848,-0.452252672667008,-0.658395278889745,-0.524598689323534
3,1,2,21,1,0,1,3,2,-1,1,1,-3,3,1,2,3,1,2,0.587342124528122,-0.452252672667008,1.21758519868391,0.450891550181674
4,1,1,17,1,0,7,6,1,-1,2,2,-3,5,1,2,2,1,1,-0.463148116413848,-0.452252672667008,-0.658395278889745,-0.524598689323534
4,1,2,15,1,-9,7,6,4,-1,1,1,-3,5,1,3,2,1,2,-0.463148116413848,-0.452252672667008,1.21758519868391,0.100728136534351
4,1,1,26,1,0,7,7,4,-1,2,2,-3,5,2,3,2,1,1,-0.463148116413848,-0.452252672667008,-0.658395278889745,-0.524598689323534
4,1,1,14,1,0,5,4,3,-1,2,2,-3,5,3,2,2,1,1,-0.463148116413848,-0.452252672667008,-0.658395278889745,-0.524598689323534
4,1,2,1,1,0,6,4,2,-1,2,2,-3,4,1,2,2,1,2,-0.463148116413848,-0.452252672667008,1.21758519868391,0.100728136534351
4,2,1,23,1,0,7,99,4,0,2,2,-3,5,1,2,2,2,1,-0.463148116413848,2.21072948681807,-0.658395278889745,0.363062030504826
4,NA,2,24,1,1,3,2,4,0,1,1,-3,1,2,2,2,NA,2,-0.463148116413848,NA,1.21758519868391,0.37721854113503
3,1,1,-9,1,0,3,3,4,0,2,2,-3,5,1,2,3,1,1,0.587342124528122,-0.452252672667008,-0.658395278889745,-0.17443527567621
3,NA,1,-9,1,2,4,4,4,99,-9,-9,-3,4,2,1,3,NA,1,0.587342124528122,NA,-0.658395278889745,-0.0355265771808114
3,1,2,22,-9,4,6,6,3,0,1,1,-3,3,1,4,3,1,2,0.587342124528122,-0.452252672667008,1.21758519868391,0.450891550181674
